1.Time,2.Signal Value,3.Status,4.Value of Shift/Drift,5.Health Status
175,175,139.05372428592918,drift continue,NaN,Safe Condition
176,176,143.86221252425108,drift continue,NaN,Safe Condition
177,177,142.99712824227143,drift continue,NaN,Safe Condition
178,178,146.96298416208177,drift continue,NaN,Safe Condition
179,179,146.43151210568112,drift continue,NaN,Safe Condition
180,180,151.89225829126175,drift continue,NaN,Safe Condition
181,181,141.61759084604586,drift continue,NaN,Safe Condition
182,182,150.41368576686568,drift continue,NaN,Safe Condition
183,183,144.4244492316032,drift continue,NaN,Safe Condition
184,184,151.9222146996653,drift continue,NaN,Safe Condition
185,185,145.45952119371478,drift continue,NaN,Safe Condition
186,186,151.20401658212668,drift continue,NaN,Safe Condition
187,187,147.22281596192587,drift continue,NaN,Safe Condition
188,188,156.7158292151178,drift continue,NaN,Safe Condition
189,189,146.15668340970504,drift continue,NaN,Safe Condition
190,190,147.12742547862106,drift continue,NaN,Safe Condition
191,191,151.27508801974795,drift continue,NaN,Safe Condition
192,192,156.05659762057903,drift continue,NaN,Safe Condition
193,193,150.38305099874714,drift continue,NaN,Safe Condition
194,194,158.75421296581314,drift continue,NaN,Safe Condition
195,195,156.63367554209353,drift continue,NaN,Safe Condition
196,196,155.56542116446562,drift continue,NaN,Safe Condition
197,197,163.7397782263848,drift continue,NaN,Safe Condition
198,198,151.3417633122448,drift continue,NaN,Safe Condition
199,199,148.64603508160062,drift continue,NaN,Safe Condition
200,200,157.88588355722177,drift continue,NaN,Safe Condition
201,201,160.23892056537898,drift continue,NaN,Safe Condition
202,202,150.3254657472244,drift continue,NaN,Safe Condition
203,203,164.04486818732107,drift continue,NaN,Safe Condition
204,204,155.94099371005132,drift continue,NaN,Safe Condition
205,205,156.15021395830757,drift continue,NaN,Safe Condition
206,206,153.26758707813178,drift continue,NaN,Safe Condition
207,207,155.00869312125158,drift continue,NaN,Safe Condition
208,208,160.9226031475182,drift continue,NaN,Safe Condition
209,209,156.02036015335986,drift continue,NaN,Safe Condition
210,210,158.5203403460057,drift continue,NaN,Safe Condition
211,211,158.6606537447117,drift continue,NaN,Safe Condition
212,212,157.78586467677505,drift continue,NaN,Safe Condition
213,213,159.03557952173117,drift continue,NaN,Safe Condition
214,214,160.7614777867401,drift continue,NaN,Safe Condition
215,215,162.58231543628074,drift continue,NaN,Safe Condition
216,216,160.6329182795541,drift continue,NaN,Safe Condition
217,217,161.36007619782274,drift continue,NaN,Safe Condition
218,218,162.86366378952044,drift continue,NaN,Safe Condition
219,219,167.8435266239422,drift continue,NaN,Safe Condition
220,220,164.9143783975947,drift continue,NaN,Safe Condition
221,221,163.66917000465867,drift continue,NaN,Safe Condition
222,222,167.96092764941068,drift continue,NaN,Safe Condition
223,223,166.21668746614117,drift continue,NaN,Safe Condition
224,224,164.7581253174814,drift continue,NaN,Safe Condition
225,225,158.13771310682066,drift continue,NaN,Safe Condition
226,226,167.84413804353295,drift continue,NaN,Safe Condition
227,227,169.43493135915833,drift continue,NaN,Safe Condition
228,228,173.52186577768083,drift continue,NaN,Safe Condition
229,229,170.8927617929614,drift continue,NaN,Safe Condition
230,230,167.53067588103679,drift continue,NaN,Safe Condition
231,231,160.73534013956763,drift continue,NaN,Safe Condition
232,232,168.47710390285684,drift continue,NaN,Safe Condition
233,233,170.70149746289488,drift continue,NaN,Safe Condition
234,234,173.9301115862271,drift continue,NaN,Safe Condition
235,235,171.51155060291907,drift continue,NaN,Safe Condition
236,236,170.68679032345744,drift continue,NaN,Safe Condition
237,237,165.82671850846344,drift continue,NaN,Safe Condition
238,238,166.7565027782208,drift continue,NaN,Safe Condition
239,239,175.03136231734888,drift continue,NaN,Safe Condition
240,240,161.81895131594482,drift continue,NaN,Safe Condition
241,241,170.37401706660376,drift continue,NaN,Safe Condition
242,242,164.3737259461674,shift Happend,11.20612954841487,Safe Condition
243,243,168.28801339508288,shift continue,NaN,Safe Condition
244,244,170.9368064211502,shift continue,NaN,Safe Condition
245,245,176.09033179535038,shift continue,NaN,Safe Condition
246,246,177.5890596102532,shift continue,NaN,Safe Condition
247,247,173.72027337482697,shift continue,NaN,Safe Condition
248,248,171.87949531196017,shift continue,NaN,Safe Condition
249,249,180.3247335233691,shift continue,NaN,Safe Condition
250,250,173.29632506703874,shift continue,NaN,Safe Condition
251,251,172.22376328015844,shift continue,NaN,Safe Condition
252,252,182.4966078951358,shift continue,NaN,Safe Condition
253,253,180.9877060597647,shift continue,NaN,Safe Condition
254,254,176.44595158381395,shift continue,NaN,Safe Condition
255,255,170.05045517974463,shift continue,NaN,Safe Condition
256,256,172.83768941794492,shift continue,NaN,Safe Condition
257,257,177.68949332174705,shift continue,NaN,Safe Condition
258,258,178.94647811973348,shift continue,NaN,Safe Condition
259,259,176.69250054190147,shift continue,NaN,Safe Condition
260,260,175.71198656716305,shift continue,NaN,Safe Condition
261,261,179.09450774839317,shift continue,NaN,Safe Condition
262,262,173.84596147159064,shift continue,NaN,Safe Condition
263,263,177.97022896129027,shift continue,NaN,Safe Condition
264,264,180.0599209232118,shift continue,NaN,Safe Condition
265,265,172.31592733978005,shift continue,NaN,Safe Condition
266,266,175.26362243884392,shift continue,NaN,Safe Condition
267,267,178.9338402923422,shift continue,NaN,Safe Condition
268,268,178.43064335948844,shift continue,NaN,Safe Condition
269,269,178.77313875903042,shift continue,NaN,Safe Condition
270,270,179.82895014541907,shift continue,NaN,Safe Condition
271,271,175.70273213983927,shift continue,NaN,Safe Condition
272,272,176.2497402959749,shift continue,NaN,Safe Condition
273,273,167.33684223619545,shift continue,NaN,Safe Condition
274,274,180.00197868375054,shift continue,NaN,Safe Condition
275,275,176.69684661369772,shift continue,NaN,Safe Condition
276,276,170.14606295770918,shift continue,NaN,Safe Condition
277,277,173.67036304963827,shift continue,NaN,Safe Condition
278,278,177.638131821813,shift continue,NaN,Safe Condition
279,279,174.17275458670724,shift continue,NaN,Safe Condition
280,280,175.4854461030944,shift continue,NaN,Safe Condition
281,281,178.3989007531981,shift continue,NaN,Safe Condition
282,282,177.18383194252146,shift continue,NaN,Safe Condition
283,283,173.14690751043403,shift continue,NaN,Safe Condition
284,284,173.46467672272456,shift continue,NaN,Safe Condition
285,285,172.90096513878632,shift continue,NaN,Safe Condition
286,286,180.56835882237058,shift continue,NaN,Safe Condition
287,287,175.58730326696022,shift continue,NaN,Safe Condition
288,288,180.6754148853733,shift continue,NaN,Safe Condition
289,289,176.63294657532037,shift continue,NaN,Safe Condition
290,290,177.63424496701293,shift continue,NaN,Safe Condition
291,291,171.50089451210974,shift continue,NaN,Safe Condition
292,292,175.22900641402848,shift continue,NaN,Safe Condition
293,293,180.97049057323204,shift continue,NaN,Safe Condition
294,294,178.76939556137398,shift continue,NaN,Safe Condition
295,295,170.66910680355969,shift continue,NaN,Safe Condition
296,296,171.83914557780454,shift continue,NaN,Safe Condition
297,297,179.913352514413,shift continue,NaN,Safe Condition
298,298,176.19635674554047,shift continue,NaN,Safe Condition
299,299,177.42033482005078,shift continue,NaN,Safe Condition
300,300,171.77670918070532,shift continue,NaN,Safe Condition
301,301,178.63688211131978,shift continue,NaN,Safe Condition
302,302,172.63934395961803,shift continue,NaN,Safe Condition
303,303,172.12932760127936,shift continue,NaN,Safe Condition
304,304,173.01094940062663,shift continue,NaN,Safe Condition
305,305,179.64713525022074,shift continue,NaN,Safe Condition
306,306,176.79372992267946,shift continue,NaN,Safe Condition
307,307,173.25300791289737,shift continue,NaN,Safe Condition
308,308,183.51115314400218,shift continue,NaN,Safe Condition
309,309,173.65882264238854,shift continue,NaN,Safe Condition
310,310,166.18097107107894,shift continue,NaN,Safe Condition
311,311,177.50117838023564,shift continue,NaN,Safe Condition
312,312,173.55106361299252,shift continue,NaN,Safe Condition
313,313,181.33219821201055,shift continue,NaN,Safe Condition
314,314,182.90865035913092,shift continue,NaN,Safe Condition
315,315,175.12223992882872,shift continue,NaN,Safe Condition
316,316,170.05761714505493,shift continue,NaN,Safe Condition
317,317,176.7803612373187,shift continue,NaN,Safe Condition
318,318,179.1925530165758,shift continue,NaN,Safe Condition
319,319,175.80384005632104,shift continue,NaN,Safe Condition
320,320,176.37575469750252,shift continue,NaN,Safe Condition
321,321,171.29291778511612,shift continue,NaN,Safe Condition
322,322,168.516207054248,shift continue,NaN,Safe Condition
323,323,178.04111141377217,shift continue,NaN,Safe Condition
324,324,169.9658628646338,shift continue,NaN,Safe Condition
325,325,172.95663581504394,shift continue,NaN,Safe Condition
326,326,179.28128452836535,shift continue,NaN,Safe Condition
327,327,173.7512860694125,shift continue,NaN,Safe Condition
328,328,174.77186692600682,shift continue,NaN,Safe Condition
329,329,172.16783572911427,shift continue,NaN,Safe Condition
330,330,175.58453922714668,shift continue,NaN,Safe Condition
331,331,178.84557380941655,shift continue,NaN,Safe Condition
332,332,173.54853680390212,shift Happend,7.685095127268175,Safe Condition
333,333,180.88099136920331,shift continue,NaN,Safe Condition
334,334,173.88807912781297,shift continue,NaN,Safe Condition
335,335,180.48282073470367,shift continue,NaN,Safe Condition
336,336,180.4073474509555,shift continue,NaN,Safe Condition
337,337,188.7969908418458,shift continue,NaN,Safe Condition
338,338,182.19611488115194,shift continue,NaN,Safe Condition
339,339,177.8307983201961,shift continue,NaN,Safe Condition
340,340,184.5640576008174,shift continue,NaN,Safe Condition
341,341,189.07158823440113,shift continue,NaN,Safe Condition
342,342,179.90226717433316,shift continue,NaN,Safe Condition
343,343,191.90788441864748,shift continue,NaN,Safe Condition
344,344,180.43001791996758,shift continue,NaN,Safe Condition
345,345,187.3743324016707,shift continue,NaN,Safe Condition
346,346,184.5316090598313,shift continue,NaN,Safe Condition
347,347,184.3465379448009,shift continue,NaN,Safe Condition
348,348,183.48707992860213,shift continue,NaN,Safe Condition
349,349,181.52641145412102,shift continue,NaN,Safe Condition
350,350,177.91355767825857,shift continue,NaN,Safe Condition
351,351,180.06064198392423,shift continue,NaN,Safe Condition
352,352,183.1437251099381,shift continue,NaN,Safe Condition
353,353,182.26372163792283,shift continue,NaN,Safe Condition
354,354,183.04966601314428,shift continue,NaN,Safe Condition
355,355,180.65628449206636,shift continue,NaN,Safe Condition
356,356,181.57216721495416,shift continue,NaN,Safe Condition
357,357,190.53582378053633,shift continue,NaN,Safe Condition
358,358,171.54713102746186,shift continue,NaN,Safe Condition
359,359,185.87595106745522,shift continue,NaN,Safe Condition
360,360,185.03053351191267,shift continue,NaN,Safe Condition
361,361,180.4831919324302,shift continue,NaN,Safe Condition
362,362,180.86547411787825,shift continue,NaN,Safe Condition
363,363,183.39580171199154,shift continue,NaN,Safe Condition
364,364,179.1802972681168,shift continue,NaN,Safe Condition
365,365,183.98533770728957,shift continue,NaN,Safe Condition
366,366,184.58143864440706,shift continue,NaN,Safe Condition
367,367,185.9710416657774,shift continue,NaN,Safe Condition
368,368,178.76002544140744,shift continue,NaN,Safe Condition
369,369,177.86905988349133,shift continue,NaN,Safe Condition
370,370,182.21171805180163,shift continue,NaN,Safe Condition
371,371,178.7842291786712,shift continue,NaN,Safe Condition
372,372,187.0717817253802,shift continue,NaN,Safe Condition
373,373,178.5700610232638,shift continue,NaN,Safe Condition
374,374,178.64458145994945,shift continue,NaN,Safe Condition
375,375,179.97072823746396,shift continue,NaN,Safe Condition
376,376,186.38568342505877,shift continue,NaN,Safe Condition
377,377,182.41441041130284,shift continue,NaN,Safe Condition
378,378,178.95517462985123,shift continue,NaN,Safe Condition
379,379,187.1229387821951,shift continue,NaN,Safe Condition
380,380,176.6322095522348,shift continue,NaN,Safe Condition
381,381,181.61312528055012,shift continue,NaN,Safe Condition
382,382,181.77561821743137,shift continue,NaN,Safe Condition
383,383,181.61320043661584,shift continue,NaN,Safe Condition
384,384,178.6861453278899,shift continue,NaN,Safe Condition
385,385,182.88197902378909,shift continue,NaN,Safe Condition
386,386,181.9034805855124,shift continue,NaN,Safe Condition
387,387,189.56637780481145,shift continue,NaN,Safe Condition
388,388,182.8837388201936,shift continue,NaN,Safe Condition
389,389,177.48367226834878,shift continue,NaN,Safe Condition
390,390,177.1221773373609,shift continue,NaN,Safe Condition
391,391,186.3278994220292,shift continue,NaN,Safe Condition
392,392,177.42691387307315,shift continue,NaN,Safe Condition
393,393,182.82144656436594,shift continue,NaN,Safe Condition
394,394,186.71920351817388,shift continue,NaN,Safe Condition
395,395,179.6416955819221,shift continue,NaN,Safe Condition
396,396,180.56008177666212,shift continue,NaN,Safe Condition
397,397,186.49350376445838,shift continue,NaN,Safe Condition
398,398,178.4806200699474,shift continue,NaN,Safe Condition
399,399,177.68630642249576,shift continue,NaN,Safe Condition
400,400,184.56327183584736,shift continue,NaN,Safe Condition
401,401,180.99213548903353,shift continue,NaN,Safe Condition
402,402,189.0937986071815,shift continue,NaN,Safe Condition
403,403,183.41935536043476,shift continue,NaN,Safe Condition
404,404,174.51508115613711,shift continue,NaN,Safe Condition
405,405,182.19558998988808,shift continue,NaN,Safe Condition
406,406,188.18610662739806,shift continue,NaN,Safe Condition
407,407,182.49699269154314,shift continue,NaN,Safe Condition
408,408,187.58566565507775,shift continue,NaN,Safe Condition
409,409,186.02819496386192,shift continue,NaN,Safe Condition
410,410,194.3581868664633,shift continue,NaN,Safe Condition
411,411,179.10650729693063,shift continue,NaN,Safe Condition
412,412,177.95676655473324,shift continue,NaN,Safe Condition
413,413,181.7717812125542,shift continue,NaN,Safe Condition
414,414,179.04465302204753,shift continue,NaN,Safe Condition
415,415,175.57269702782992,shift continue,NaN,Safe Condition
416,416,174.6970603698675,shift continue,NaN,Safe Condition
417,417,179.61141572469543,shift continue,NaN,Safe Condition
418,418,184.62942879159047,shift continue,NaN,Safe Condition
419,419,185.4264845070008,shift continue,NaN,Safe Condition
420,420,178.80374449471446,shift continue,NaN,Safe Condition
421,421,172.75218685158154,shift continue,NaN,Safe Condition
422,422,181.90078443525275,shift continue,NaN,Safe Condition
423,423,174.8450814951986,shift continue,NaN,Safe Condition
424,424,183.74746514738078,shift continue,NaN,Safe Condition
425,425,181.46305432226845,shift continue,NaN,Safe Condition
426,426,180.00093683484468,shift continue,NaN,Safe Condition
427,427,179.70762193705838,shift continue,NaN,Safe Condition
428,428,178.39121523055815,shift continue,NaN,Safe Condition
429,429,182.37632963914825,shift continue,NaN,Safe Condition
430,430,183.7516879617294,shift continue,NaN,Safe Condition
431,431,188.62016369936535,shift continue,NaN,Safe Condition
432,432,181.17822773889242,shift continue,NaN,Safe Condition
433,433,181.49789223403545,shift continue,NaN,Safe Condition
434,434,174.10827659768597,shift continue,NaN,Safe Condition
435,435,177.38780818296487,shift continue,NaN,Safe Condition
436,436,183.78560401452688,shift continue,NaN,Safe Condition
437,437,182.2845702451049,shift continue,NaN,Safe Condition
438,438,184.6879482489545,shift continue,NaN,Safe Condition
439,439,189.10835519066788,shift continue,NaN,Safe Condition
440,440,182.39055113450738,shift continue,NaN,Safe Condition
441,441,174.7070999215608,shift continue,NaN,Safe Condition
442,442,178.1959624217322,shift continue,NaN,Safe Condition
443,443,176.1064735854157,shift continue,NaN,Safe Condition
444,444,185.24389379032627,shift continue,NaN,Safe Condition
445,445,181.9786009870808,shift continue,NaN,Safe Condition
446,446,175.9701392250601,shift continue,NaN,Safe Condition
447,447,184.53354495371218,shift continue,NaN,Safe Condition
448,448,178.17895753185175,shift continue,NaN,Safe Condition
449,449,186.18146263577552,shift continue,NaN,Safe Condition
450,450,168.52228093145746,shift continue,NaN,Safe Condition
451,451,183.73026961541,shift continue,NaN,Safe Condition
452,452,187.0489278410103,shift continue,NaN,Safe Condition
453,453,179.98170344422897,shift continue,NaN,Safe Condition
454,454,180.07604336190863,shift continue,NaN,Safe Condition
455,455,181.6482460425279,shift continue,NaN,Safe Condition
456,456,182.01596074102164,shift continue,NaN,Safe Condition
457,457,184.1562744993586,shift continue,NaN,Safe Condition
458,458,174.094927294204,shift continue,NaN,Safe Condition
459,459,179.35977279323964,shift continue,NaN,Safe Condition
460,460,175.2288958166122,shift continue,NaN,Safe Condition
461,461,183.95842270618587,shift continue,NaN,Safe Condition
462,462,180.33256863574422,shift continue,NaN,Safe Condition
463,463,181.08467748714938,shift continue,NaN,Safe Condition
464,464,173.063064109652,shift continue,NaN,Safe Condition
465,465,180.273115233469,shift continue,NaN,Safe Condition
466,466,183.9803824377764,shift continue,NaN,Safe Condition
467,467,181.74027326524416,shift continue,NaN,Safe Condition
468,468,185.84144098525755,shift continue,NaN,Safe Condition
469,469,180.0061867653809,shift continue,NaN,Safe Condition
470,470,180.4445669635305,shift continue,NaN,Safe Condition
471,471,182.18598043832452,shift continue,NaN,Safe Condition
472,472,181.25702147126546,shift continue,NaN,Safe Condition
473,473,187.72568945000106,shift continue,NaN,Safe Condition
474,474,175.63708902319937,shift continue,NaN,Safe Condition
475,475,184.83659553148027,shift continue,NaN,Safe Condition
476,476,184.05278783157215,shift continue,NaN,Safe Condition
477,477,176.85252598693887,shift continue,NaN,Safe Condition
478,478,179.40288207695815,shift continue,NaN,Safe Condition
479,479,180.51389686745068,shift continue,NaN,Safe Condition
480,480,181.17492723822235,shift continue,NaN,Safe Condition
481,481,178.3388425366713,shift continue,NaN,Safe Condition
482,482,178.27310729843137,shift continue,NaN,Safe Condition
483,483,184.9653256698376,shift continue,NaN,Safe Condition
484,484,180.35897553351245,shift continue,NaN,Safe Condition
485,485,178.68184369449347,shift continue,NaN,Safe Condition
486,486,175.1173329800303,shift continue,NaN,Safe Condition
487,487,181.64735599798007,shift continue,NaN,Safe Condition
488,488,183.29402057724062,shift continue,NaN,Safe Condition
489,489,181.10195639630223,shift continue,NaN,Safe Condition
490,490,180.69590888501986,shift continue,NaN,Safe Condition
