1.Time,2.Signal Value,3.Status,4.Value of Shift/Drift,5.Health Status,6.Date
60,98.2092213006452,Healthy Status,,Safe Condition,2018-03-02
61,104.70258302998062,Healthy Status,,Safe Condition,2018-03-03
62,99.67093637789951,Healthy Status,,Safe Condition,2018-03-04
63,97.28682558552221,Healthy Status,,Safe Condition,2018-03-05
64,96.38576130733921,Healthy Status,,Safe Condition,2018-03-06
65,103.56015540115312,Healthy Status,,Safe Condition,2018-03-07
66,100.97067669207871,Healthy Status,,Safe Condition,2018-03-08
67,96.02869201635868,Healthy Status,,Safe Condition,2018-03-09
68,97.4903671086294,Healthy Status,,Safe Condition,2018-03-10
69,103.94069816876024,Healthy Status,,Safe Condition,2018-03-11
70,104.83648920679579,Healthy Status,,Safe Condition,2018-03-12
71,94.02085301585785,Healthy Status,,Safe Condition,2018-03-13
72,101.61216017317835,Healthy Status,,Safe Condition,2018-03-14
73,103.48828147255186,Healthy Status,,Safe Condition,2018-03-15
74,100.40794010489606,Healthy Status,,Safe Condition,2018-03-16
75,100.49037347335957,Healthy Status,,Safe Condition,2018-03-17
76,97.18180334836308,Healthy Status,,Safe Condition,2018-03-18
77,94.15277722797397,Healthy Status,,Safe Condition,2018-03-19
78,101.97426354348477,Healthy Status,,Safe Condition,2018-03-20
79,100.93254266467704,Healthy Status,,Safe Condition,2018-03-21
80,102.04886287807426,Healthy Status,,Safe Condition,2018-03-22
81,94.77156478365956,Healthy Status,,Safe Condition,2018-03-23
82,97.49810269919612,Healthy Status,,Safe Condition,2018-03-24
83,102.31990181443165,Healthy Status,,Safe Condition,2018-03-25
84,98.83200004307163,Healthy Status,,Safe Condition,2018-03-26
85,99.06812830989344,Healthy Status,,Safe Condition,2018-03-27
86,97.95443169822187,Healthy Status,,Safe Condition,2018-03-28
87,99.55728626079868,Healthy Status,,Safe Condition,2018-03-29
88,98.51318136156472,Healthy Status,,Safe Condition,2018-03-30
89,92.50053098447205,Healthy Status,,Safe Condition,2018-03-31
90,101.34800184764508,Healthy Status,,Safe Condition,2018-04-01
91,97.57260173100995,Healthy Status,,Safe Condition,2018-04-02
92,96.21187584899795,Healthy Status,,Safe Condition,2018-04-03
93,98.87136444134842,Healthy Status,,Safe Condition,2018-04-04
94,100.41565403404276,Healthy Status,,Safe Condition,2018-04-05
95,101.60564353733564,Healthy Status,,Safe Condition,2018-04-06
96,99.6199110191857,Healthy Status,,Safe Condition,2018-04-07
97,104.9201466426008,Healthy Status,,Safe Condition,2018-04-08
98,106.37058427873079,Healthy Status,,Safe Condition,2018-04-09
99,103.11706414831393,Healthy Status,,Safe Condition,2018-04-10
100,103.99754967253516,Healthy Status,,Safe Condition,2018-04-11
101,103.40718405235788,Healthy Status,,Safe Condition,2018-04-12
102,98.1689149709887,Healthy Status,,Safe Condition,2018-04-13
103,96.77486142410866,Healthy Status,,Safe Condition,2018-04-14
104,99.82590555224529,Healthy Status,,Safe Condition,2018-04-15
105,106.6494974190324,Healthy Status,,Safe Condition,2018-04-16
106,104.83414174568857,Healthy Status,,Safe Condition,2018-04-17
107,106.22608964579157,Healthy Status,,Safe Condition,2018-04-18
108,94.88459484647574,Healthy Status,,Safe Condition,2018-04-19
109,98.17697217422695,Healthy Status,,Safe Condition,2018-04-20
110,100.37943517742671,Healthy Status,,Safe Condition,2018-04-21
111,102.48049601571907,Healthy Status,,Safe Condition,2018-04-22
112,101.25874683437807,Healthy Status,,Safe Condition,2018-04-23
113,104.58882126047097,Healthy Status,,Safe Condition,2018-04-24
114,101.8682190885988,Healthy Status,,Safe Condition,2018-04-25
115,105.631715071297,Healthy Status,,Safe Condition,2018-04-26
116,98.20230421745005,Healthy Status,,Safe Condition,2018-04-27
117,107.5101507839037,Healthy Status,,Safe Condition,2018-04-28
118,95.27177672347923,Healthy Status,,Safe Condition,2018-04-29
119,100.65729841124002,Healthy Status,,Safe Condition,2018-04-30
120,104.24323006540656,Healthy Status,,Safe Condition,2018-05-01
121,101.2336327835395,Healthy Status,,Safe Condition,2018-05-02
122,107.38885820022041,Healthy Status,,Safe Condition,2018-05-03
123,96.13805789252626,Healthy Status,,Safe Condition,2018-05-04
124,102.9339465487607,Healthy Status,,Safe Condition,2018-05-05
125,108.91532247314234,Healthy Status,,Safe Condition,2018-05-06
126,97.72488358596108,Healthy Status,,Safe Condition,2018-05-07
127,97.64966944988224,Healthy Status,,Safe Condition,2018-05-08
128,103.08490270346691,Healthy Status,,Safe Condition,2018-05-09
129,100.70983695157506,Healthy Status,,Safe Condition,2018-05-10
130,99.2457572119823,Healthy Status,,Safe Condition,2018-05-11
131,101.37221524410609,Healthy Status,,Safe Condition,2018-05-12
132,100.82682352696459,Healthy Status,,Safe Condition,2018-05-13
133,104.72843162782749,Healthy Status,,Safe Condition,2018-05-14
134,98.16491813062383,Healthy Status,,Safe Condition,2018-05-15
135,93.02639659393586,Healthy Status,,Safe Condition,2018-05-16
136,95.52601346747791,Healthy Status,,Safe Condition,2018-05-17
137,101.08705406625408,Healthy Status,,Safe Condition,2018-05-18
138,106.8176496233953,Healthy Status,,Safe Condition,2018-05-19
139,102.26826233241788,Healthy Status,,Safe Condition,2018-05-20
140,88.17076790550455,Healthy Status,,Safe Condition,2018-05-21
141,100.43984387131977,Healthy Status,,Safe Condition,2018-05-22
142,97.49881620660223,Healthy Status,,Safe Condition,2018-05-23
143,99.59142082489866,Healthy Status,,Safe Condition,2018-05-24
144,96.47035166095728,Healthy Status,,Safe Condition,2018-05-25
145,98.5460539948575,Healthy Status,,Safe Condition,2018-05-26
146,95.39083002718884,Healthy Status,,Safe Condition,2018-05-27
147,99.3327700221644,Healthy Status,,Safe Condition,2018-05-28
148,100.62540816571385,Healthy Status,,Safe Condition,2018-05-29
149,97.21496186538549,Healthy Status,,Safe Condition,2018-05-30
150,95.14012491176187,Healthy Status,,Safe Condition,2018-05-31
151,103.93691925200113,Healthy Status,,Safe Condition,2018-06-01
152,97.34067977672902,Healthy Status,,Safe Condition,2018-06-02
153,98.3645152785488,Healthy Status,,Safe Condition,2018-06-03
154,102.2002188423352,Healthy Status,,Safe Condition,2018-06-04
155,105.1042936570648,Healthy Status,,Safe Condition,2018-06-05
156,104.02637152486658,Healthy Status,,Safe Condition,2018-06-06
157,97.62726239981342,Healthy Status,,Safe Condition,2018-06-07
158,98.60798090370359,Healthy Status,,Safe Condition,2018-06-08
159,101.30774691765735,Healthy Status,,Safe Condition,2018-06-09
160,97.21581605402744,Healthy Status,,Safe Condition,2018-06-10
161,97.80713956235174,Healthy Status,,Safe Condition,2018-06-11
162,97.97168765112195,Healthy Status,,Safe Condition,2018-06-12
163,104.75509339704395,Healthy Status,,Safe Condition,2018-06-13
164,103.27579603022932,drift Started,0.17375348409526364,Safe Condition,2018-06-14
165,104.52021442181362,drift continue,,Safe Condition,2018-06-15
166,108.99325910746825,drift continue,,Safe Condition,2018-06-16
167,111.9246816067308,shift Happend,10.205499871132707,Safe Condition,2018-06-17
168,122.45014853568951,shift continue,,Safe Condition,2018-06-18
169,124.92895006903973,shift continue,,Safe Condition,2018-06-19
170,117.05493105586531,shift continue,,Safe Condition,2018-06-20
171,122.99892024876313,shift continue,,Safe Condition,2018-06-21
172,124.73711418465011,shift continue,,Safe Condition,2018-06-22
173,122.59923152904213,shift continue,,Safe Condition,2018-06-23
174,120.09486927559168,shift continue,,Safe Condition,2018-06-24
175,122.35507852458427,shift continue,,Safe Condition,2018-06-25
176,122.59034129463896,shift continue,,Safe Condition,2018-06-26
177,122.15797635878326,shift continue,,Safe Condition,2018-06-27
178,122.113430596499,shift continue,,Safe Condition,2018-06-28
179,124.77639455283536,shift continue,,Safe Condition,2018-06-29
180,118.71004907144594,shift continue,,Safe Condition,2018-06-30
181,114.79215963224277,shift continue,,Safe Condition,2018-07-01
182,118.76328260169069,shift continue,,Safe Condition,2018-07-02
183,122.20239327316764,shift continue,,Safe Condition,2018-07-03
184,115.14759186460829,shift continue,,Safe Condition,2018-07-04
185,120.60902703031807,shift continue,,Safe Condition,2018-07-05
186,117.33334983951244,shift continue,,Safe Condition,2018-07-06
187,127.31889456348429,shift continue,,Safe Condition,2018-07-07
188,123.87057801972206,shift continue,,Safe Condition,2018-07-08
189,121.747079077147,shift continue,,Safe Condition,2018-07-09
190,121.79337288385773,shift continue,,Safe Condition,2018-07-10
191,121.5722754858012,shift continue,,Safe Condition,2018-07-11
192,127.49210740216571,shift continue,,Safe Condition,2018-07-12
193,121.87443594586607,shift continue,,Safe Condition,2018-07-13
194,122.08966510558132,shift continue,,Safe Condition,2018-07-14
195,121.16060202991542,shift continue,,Safe Condition,2018-07-15
196,124.45552795697563,shift continue,,Safe Condition,2018-07-16
197,124.35526436364937,shift continue,,Safe Condition,2018-07-17
198,124.05259007658917,shift continue,,Safe Condition,2018-07-18
199,120.55446121894201,shift continue,,Safe Condition,2018-07-19
200,122.014715287682,shift continue,,Safe Condition,2018-07-20
201,125.77815290818614,shift continue,,Safe Condition,2018-07-21
202,118.6323523532032,shift continue,,Safe Condition,2018-07-22
203,122.70908062267216,shift continue,,Safe Condition,2018-07-23
204,118.84115389458677,shift continue,,Safe Condition,2018-07-24
205,127.12837676565054,shift continue,,Safe Condition,2018-07-25
206,116.61855753677708,shift continue,,Safe Condition,2018-07-26
207,132.69306173365777,shift continue,,Safe Condition,2018-07-27
208,123.57840927427526,shift continue,,Safe Condition,2018-07-28
209,120.72933844572171,shift continue,,Safe Condition,2018-07-29
210,121.2733581652075,shift continue,,Safe Condition,2018-07-30
211,115.97884251485678,shift continue,,Safe Condition,2018-07-31
212,122.82977563341692,shift continue,,Safe Condition,2018-08-01
213,122.22215143674269,shift continue,,Safe Condition,2018-08-02
214,125.88851029221779,shift continue,,Safe Condition,2018-08-03
215,119.70080839215679,shift continue,,Safe Condition,2018-08-04
216,121.3580828778325,shift continue,,Safe Condition,2018-08-05
217,118.35275838482279,shift continue,,Safe Condition,2018-08-06
218,126.89982205445051,shift continue,,Safe Condition,2018-08-07
219,126.11360849400342,shift continue,,Safe Condition,2018-08-08
220,117.4404514351309,shift continue,,Safe Condition,2018-08-09
221,124.98874585728359,shift continue,,Safe Condition,2018-08-10
222,125.8164367879928,shift continue,,Safe Condition,2018-08-11
223,117.85759144444715,shift continue,,Safe Condition,2018-08-12
224,126.82516776732248,drift Started,0.1358693564423099,Safe Condition,2018-08-13
225,118.99724546497632,drift Started,0.12026439652605175,Safe Condition,2018-08-14
226,123.80538261185049,drift continue,,Safe Condition,2018-08-15
227,119.52313487795216,drift continue,,Safe Condition,2018-08-16
228,118.49524529482449,drift continue,,Safe Condition,2018-08-17
229,116.4097698606279,drift continue,,Safe Condition,2018-08-18
230,119.21683946736613,drift continue,,Safe Condition,2018-08-19
231,119.27669767226743,drift continue,,Safe Condition,2018-08-20
232,119.71292835474024,drift continue,,Safe Condition,2018-08-21
233,114.28049932916129,drift continue,,Safe Condition,2018-08-22
234,127.01328723401524,drift continue,,Safe Condition,2018-08-23
235,120.41750331016877,drift continue,,Safe Condition,2018-08-24
236,119.3008217529432,drift continue,,Safe Condition,2018-08-25
237,109.53841388540162,drift continue,,Safe Condition,2018-08-26
238,115.01356278695116,drift continue,,Safe Condition,2018-08-27
239,117.87686016200344,drift continue,,Safe Condition,2018-08-28
240,116.54584656816833,drift continue,,Safe Condition,2018-08-29
241,125.29360837795677,drift continue,,Safe Condition,2018-08-30
242,116.37237091801303,drift continue,,Safe Condition,2018-08-31
243,123.75837082104808,drift continue,,Safe Condition,2018-09-01
244,127.25875503527108,drift continue,,Safe Condition,2018-09-02
245,122.04714217055248,drift continue,,Safe Condition,2018-09-03
246,118.18340623411278,drift continue,,Safe Condition,2018-09-04
247,118.19647305758959,drift Started,0.4659513706961874,Safe Condition,2018-09-05
248,119.87266776054355,drift continue,,Safe Condition,2018-09-06
249,116.85251853392056,drift continue,,Safe Condition,2018-09-07
250,119.8472712544197,drift continue,,Safe Condition,2018-09-08
251,121.2049062224763,drift continue,,Safe Condition,2018-09-09
252,120.7795299728472,drift continue,,Safe Condition,2018-09-10
253,118.02319244037584,drift continue,,Safe Condition,2018-09-11
254,116.31614326979063,drift continue,,Safe Condition,2018-09-12
255,121.76332868679657,drift continue,,Safe Condition,2018-09-13
256,114.42746801153173,drift continue,,Safe Condition,2018-09-14
257,125.95570436823543,drift continue,,Safe Condition,2018-09-15
258,127.2347210515746,drift continue,,Safe Condition,2018-09-16
259,127.45617233273,drift continue,,Safe Condition,2018-09-17
260,122.95289932394766,drift continue,,Safe Condition,2018-09-18
261,126.47194623535096,drift continue,,Safe Condition,2018-09-19
262,123.96528179320336,drift continue,,Safe Condition,2018-09-20
263,124.28916533072771,drift continue,,Safe Condition,2018-09-21
264,127.27919167224441,drift continue,,Safe Condition,2018-09-22
265,130.56289676858364,drift continue,,Safe Condition,2018-09-23
266,124.04806360348681,drift continue,,Safe Condition,2018-09-24
267,133.6621175561993,drift continue,,Safe Condition,2018-09-25
268,133.2005698028653,drift continue,,Safe Condition,2018-09-26
269,123.8475826998022,drift continue,,Safe Condition,2018-09-27
270,124.50235937284556,drift continue,,Safe Condition,2018-09-28
271,129.91467826032908,drift continue,,Safe Condition,2018-09-29
272,129.39241847990414,drift continue,,Safe Condition,2018-09-30
273,131.92757738042,drift continue,,Safe Condition,2018-10-01
274,132.81965398496783,drift continue,,Safe Condition,2018-10-02
275,137.78534365134706,drift continue,,Safe Condition,2018-10-03
276,128.3241404861267,drift continue,,Safe Condition,2018-10-04
277,132.8257916950168,drift continue,,Safe Condition,2018-10-05
278,134.19586973443188,drift continue,,Safe Condition,2018-10-06
279,132.4481506797496,drift continue,,Safe Condition,2018-10-07
280,136.0776999720382,drift continue,,Safe Condition,2018-10-08
281,133.1503704847787,drift continue,,Safe Condition,2018-10-09
282,131.00830385157957,drift continue,,Safe Condition,2018-10-10
283,145.79853389825692,drift continue,,Safe Condition,2018-10-11
284,135.56774733368567,drift continue,,Safe Condition,2018-10-12
285,146.14309747486755,drift continue,,Safe Condition,2018-10-13
286,136.2881076062884,drift continue,,Safe Condition,2018-10-14
287,136.31880457731904,drift continue,,Safe Condition,2018-10-15
288,135.65895467521005,drift continue,,Safe Condition,2018-10-16
289,133.2367892618512,shift Happend,8.695239583410762,Safe Condition,2018-10-17
290,146.63655777145178,drift Started,0.414578015015696,Safe Condition,2018-10-18
291,148.39461394830118,drift continue,,Safe Condition,2018-10-19
292,145.14131295887927,drift continue,,Safe Condition,2018-10-20
293,146.06970759191083,drift continue,,Safe Condition,2018-10-21
294,149.08388320714297,drift continue,,Safe Condition,2018-10-22
295,150.58485561509653,drift continue,,Safe Condition,2018-10-23
296,148.68897586076494,drift continue,,Safe Condition,2018-10-24
297,152.897964845004,drift continue,,Safe Condition,2018-10-25
298,149.3569854372326,drift continue,,Safe Condition,2018-10-26
299,155.7431315177287,drift continue,,Safe Condition,2018-10-27
300,144.11968027768575,drift continue,,Safe Condition,2018-10-28
301,143.80917504902104,drift continue,,Safe Condition,2018-10-29
302,152.23281013044962,drift continue,,Safe Condition,2018-10-30
303,156.79819376288128,drift continue,,Safe Condition,2018-10-31
304,149.44222330889068,drift continue,,Safe Condition,2018-11-01
305,152.2347996577224,drift continue,,Safe Condition,2018-11-02
306,156.47382661790425,drift continue,,Safe Condition,2018-11-03
307,161.61733937075786,drift continue,,Safe Condition,2018-11-04
308,158.69030061769288,drift continue,,Safe Condition,2018-11-05
309,160.292544556857,drift continue,,Safe Condition,2018-11-06
310,152.83580112527213,drift continue,,Safe Condition,2018-11-07
311,163.70857118918198,drift continue,,Safe Condition,2018-11-08
312,156.64461270671322,drift continue,,Safe Condition,2018-11-09
313,150.98533087308638,drift continue,,Safe Condition,2018-11-10
314,152.0584990177403,drift continue,,Safe Condition,2018-11-11
315,160.0380204204543,drift continue,,Safe Condition,2018-11-12
316,162.58676298079186,drift continue,,Safe Condition,2018-11-13
317,160.92106006503985,drift continue,,Safe Condition,2018-11-14
318,157.1387276725279,drift continue,,Safe Condition,2018-11-15
319,164.6942468271434,drift continue,,Safe Condition,2018-11-16
320,159.61055044617956,drift continue,,Safe Condition,2018-11-17
321,150.24026919937856,drift continue,,Safe Condition,2018-11-18
322,162.03949644504038,drift continue,,Safe Condition,2018-11-19
323,162.1413956525321,drift continue,,Safe Condition,2018-11-20
324,154.6378936152015,drift continue,,Safe Condition,2018-11-21
325,162.49327376332755,drift continue,,Safe Condition,2018-11-22
326,158.23817273474708,drift continue,,Safe Condition,2018-11-23
327,162.6370063704899,drift continue,,Safe Condition,2018-11-24
328,161.75816919985388,drift continue,,Safe Condition,2018-11-25
329,162.90462807115938,drift continue,,Safe Condition,2018-11-26
330,165.2903240063918,drift continue,,Safe Condition,2018-11-27
331,162.47598521002882,drift continue,,Safe Condition,2018-11-28
332,165.19465114679667,drift continue,,Safe Condition,2018-11-29
333,166.38036234799213,drift continue,,Safe Condition,2018-11-30
334,171.97517331499813,drift continue,,Safe Condition,2018-12-01
335,165.4186370182183,drift continue,,Safe Condition,2018-12-02
336,166.55207213732066,drift continue,,Safe Condition,2018-12-03
337,164.21803216137977,drift continue,,Safe Condition,2018-12-04
338,172.08278118831234,drift continue,,Safe Condition,2018-12-05
339,169.63793487340178,drift continue,,Safe Condition,2018-12-06
340,172.93512866648342,drift continue,,Safe Condition,2018-12-07
341,167.38883109288716,drift continue,,Safe Condition,2018-12-08
342,161.67084447759382,drift continue,,Safe Condition,2018-12-09
343,167.16412797523458,drift continue,,Safe Condition,2018-12-10
344,170.07255859442634,drift continue,,Safe Condition,2018-12-11
345,175.7654858146425,drift continue,,Safe Condition,2018-12-12
346,170.63652333956315,drift continue,,Safe Condition,2018-12-13
347,172.58203243612252,drift continue,,Safe Condition,2018-12-14
348,167.30053319532155,drift continue,,Safe Condition,2018-12-15
349,165.35047448116057,drift continue,,Safe Condition,2018-12-16
350,169.24496255056474,drift continue,,Safe Condition,2018-12-17
351,168.14929591506126,drift continue,,Safe Condition,2018-12-18
352,178.61260877727105,drift continue,,Safe Condition,2018-12-19
353,167.86975555541667,drift continue,,Safe Condition,2018-12-20
354,170.96448922269172,drift continue,,Safe Condition,2018-12-21
355,164.90765490136602,drift continue,,Safe Condition,2018-12-22
356,178.8324786939539,drift continue,,Safe Condition,2018-12-23
357,171.66932911395898,drift continue,,Safe Condition,2018-12-24
358,173.68383164734212,drift continue,,Safe Condition,2018-12-25
359,177.7774931062796,drift continue,,Safe Condition,2018-12-26
360,182.00840527663956,drift continue,,Safe Condition,2018-12-27
361,183.74421502963656,drift continue,,Safe Condition,2018-12-28
362,179.1252820921906,drift continue,,Safe Condition,2018-12-29
363,169.5182771422043,drift continue,,Safe Condition,2018-12-30
364,178.89506568823884,drift continue,,Safe Condition,2018-12-31
365,178.6975469488589,drift continue,,Safe Condition,2019-01-01
366,176.9581327952891,drift continue,,Safe Condition,2019-01-02
367,178.67172906408166,drift continue,,Safe Condition,2019-01-03
368,177.7308066735853,drift continue,,Safe Condition,2019-01-04
369,182.8608421510508,drift continue,,Safe Condition,2019-01-05
370,175.67085733796765,drift continue,,Safe Condition,2019-01-06
371,182.04593466752289,drift continue,,Safe Condition,2019-01-07
372,175.31388638834378,drift continue,,Safe Condition,2019-01-08
373,181.75900205040662,drift continue,,Safe Condition,2019-01-09
374,184.7557345705344,drift continue,,Safe Condition,2019-01-10
375,181.40663428755363,drift continue,,Safe Condition,2019-01-11
376,178.94743910095002,drift continue,,Safe Condition,2019-01-12
377,183.32179275539542,drift continue,,Safe Condition,2019-01-13
378,179.49283116975087,drift continue,,Safe Condition,2019-01-14
379,174.45642485987526,drift continue,,Safe Condition,2019-01-15
380,187.70923185526843,drift continue,,Safe Condition,2019-01-16
381,179.67508767680866,drift continue,,Safe Condition,2019-01-17
382,183.848112178092,drift continue,,Safe Condition,2019-01-18
383,185.52090732164314,drift continue,,Safe Condition,2019-01-19
384,184.10584591035527,drift continue,,Safe Condition,2019-01-20
385,190.5450808014236,drift continue,,Safe Condition,2019-01-21
386,185.7730497581429,drift continue,,Safe Condition,2019-01-22
387,185.9375083784703,drift continue,,Safe Condition,2019-01-23
388,196.46056495241103,drift continue,,Safe Condition,2019-01-24
389,184.5436310151706,drift continue,,Safe Condition,2019-01-25
390,189.51526916094883,drift continue,,Safe Condition,2019-01-26
391,185.86906711098962,drift continue,,Safe Condition,2019-01-27
392,191.4502329168442,drift continue,,Safe Condition,2019-01-28
393,191.70262892308446,drift continue,,Safe Condition,2019-01-29
394,179.98155935697014,drift continue,,Safe Condition,2019-01-30
395,186.99816718096412,drift continue,,Safe Condition,2019-01-31
396,187.28452483436988,drift continue,,Safe Condition,2019-02-01
397,188.97278741637948,drift continue,,Safe Condition,2019-02-02
398,192.5321312737159,drift continue,,Safe Condition,2019-02-03
399,190.77196927962174,drift continue,,Safe Condition,2019-02-04
400,194.682305709286,drift continue,,Safe Condition,2019-02-05
401,200.5898388249619,drift continue,,Safe Condition,2019-02-06
402,200.31216489771984,drift continue,,Safe Condition,2019-02-07
403,188.1890342865709,drift continue,,Safe Condition,2019-02-08
404,193.28579882776864,drift continue,,Safe Condition,2019-02-09
405,196.5856982557801,drift continue,,Safe Condition,2019-02-10
406,199.17592355550144,drift continue,,Safe Condition,2019-02-11
407,195.4887418668745,drift continue,,Safe Condition,2019-02-12
408,196.0168215634092,drift continue,,Safe Condition,2019-02-13
409,195.39595271123008,drift continue,,Safe Condition,2019-02-14
410,197.7643176751719,drift Started,0.17317429060462353,Safe Condition,2019-02-15
411,201.19868267354008,drift continue,,Safe Condition,2019-02-16
412,192.59177489526473,drift continue,,Safe Condition,2019-02-17
413,193.28266555447982,drift continue,,Safe Condition,2019-02-18
414,196.0464349600851,drift continue,,Safe Condition,2019-02-19
415,190.14335648670044,drift continue,,Safe Condition,2019-02-20
416,196.8485406020434,drift continue,,Safe Condition,2019-02-21
417,198.33476926378574,drift continue,,Safe Condition,2019-02-22
418,196.48810760710643,drift continue,,Safe Condition,2019-02-23
419,194.2231833407333,drift continue,,Safe Condition,2019-02-24
420,198.66668342584381,drift continue,,Safe Condition,2019-02-25
421,196.81366072595813,drift continue,,Safe Condition,2019-02-26
422,202.38356969827518,drift continue,,Safe Condition,2019-02-27
423,206.22372043265446,drift continue,,Safe Condition,2019-02-28
424,203.2113258639154,drift continue,,Safe Condition,2019-03-01
425,194.3053209876611,drift continue,,Safe Condition,2019-03-02
426,200.34608944597198,drift continue,,Safe Condition,2019-03-03
427,196.37404385883053,drift continue,,Safe Condition,2019-03-04
428,201.01036384880265,drift continue,,Safe Condition,2019-03-05
429,198.5482260801958,drift continue,,Safe Condition,2019-03-06
430,204.88920380088368,drift continue,,Safe Condition,2019-03-07
431,208.10885442925135,drift continue,,Safe Condition,2019-03-08
432,197.21991684364983,drift continue,,Safe Condition,2019-03-09
433,198.87254678565048,drift continue,,Safe Condition,2019-03-10
434,206.15629187784282,drift continue,,Safe Condition,2019-03-11
435,204.27703812869126,drift continue,,Safe Condition,2019-03-12
436,203.74644045875084,drift continue,,Safe Condition,2019-03-13
437,197.36343002847823,drift continue,,Safe Condition,2019-03-14
438,203.01319425833447,drift continue,,Safe Condition,2019-03-15
439,201.50713975065742,drift continue,,Safe Condition,2019-03-16
440,194.41855693068214,drift continue,,Safe Condition,2019-03-17
441,198.7202593915396,drift continue,,Safe Condition,2019-03-18
442,204.58485879364798,drift continue,,Safe Condition,2019-03-19
443,209.1065285548368,drift continue,,Safe Condition,2019-03-20
444,198.61630560673112,drift continue,,Safe Condition,2019-03-21
445,211.23503069492128,drift continue,,Safe Condition,2019-03-22
446,211.61413591662998,drift continue,,Safe Condition,2019-03-23
447,195.1677755972396,drift continue,,Safe Condition,2019-03-24
448,202.38848738190964,drift continue,,Safe Condition,2019-03-25
449,201.91624577547375,drift continue,,Safe Condition,2019-03-26
450,197.3731367473251,drift continue,,Safe Condition,2019-03-27
