1.Time,2.Signal Value,3.Status,4.Value of Shift/Drift,5.Health Status,6.Date
119,122.52073916600894,drift continue,,Safe Condition,2018-04-30
120,124.2523263891312,drift continue,,Safe Condition,2018-05-01
121,117.0128877737756,drift continue,,Safe Condition,2018-05-02
122,119.51068437477488,drift continue,,Safe Condition,2018-05-03
123,121.19162404600452,drift continue,,Safe Condition,2018-05-04
124,124.55131096325329,drift continue,,Safe Condition,2018-05-05
125,116.69811866140701,drift continue,,Safe Condition,2018-05-06
126,124.34038337303477,drift continue,,Safe Condition,2018-05-07
127,130.00345895579713,drift continue,,Safe Condition,2018-05-08
128,122.8281782521599,drift continue,,Safe Condition,2018-05-09
129,119.21850347244856,drift continue,,Safe Condition,2018-05-10
130,130.9944178712658,drift continue,,Safe Condition,2018-05-11
131,118.5471946476639,drift continue,,Safe Condition,2018-05-12
132,126.93109110372104,drift continue,,Safe Condition,2018-05-13
133,127.65960284072493,drift continue,,Safe Condition,2018-05-14
134,125.73600817710657,drift continue,,Safe Condition,2018-05-15
135,127.78019940394451,drift continue,,Safe Condition,2018-05-16
136,132.29658603462002,drift continue,,Safe Condition,2018-05-17
137,129.47892931314456,drift continue,,Safe Condition,2018-05-18
138,135.30882003489688,drift continue,,Safe Condition,2018-05-19
139,129.7691573342259,drift continue,,Safe Condition,2018-05-20
140,127.94358846354368,drift continue,,Safe Condition,2018-05-21
141,128.43987631159047,drift continue,,Safe Condition,2018-05-22
142,135.09283870860293,drift continue,,Safe Condition,2018-05-23
143,133.22981028569276,drift continue,,Safe Condition,2018-05-24
144,132.09699017491428,drift continue,,Safe Condition,2018-05-25
145,127.55228754284084,drift continue,,Safe Condition,2018-05-26
146,131.47780987337515,drift continue,,Safe Condition,2018-05-27
147,127.32774906451007,drift continue,,Safe Condition,2018-05-28
148,137.56516120348786,drift continue,,Safe Condition,2018-05-29
149,129.3732244799122,drift continue,,Safe Condition,2018-05-30
150,138.9449998564352,drift continue,,Safe Condition,2018-05-31
151,131.16701631816613,drift continue,,Safe Condition,2018-06-01
152,134.5204715629407,drift continue,,Safe Condition,2018-06-02
153,131.8146642684467,drift continue,,Safe Condition,2018-06-03
154,142.17902810701338,drift continue,,Safe Condition,2018-06-04
155,133.98615432681655,drift continue,,Safe Condition,2018-06-05
156,143.6191389196207,drift continue,,Safe Condition,2018-06-06
157,139.02075109933156,drift continue,,Safe Condition,2018-06-07
158,136.53543312627238,drift continue,,Safe Condition,2018-06-08
159,137.05183272244048,drift continue,,Safe Condition,2018-06-09
160,135.37613593544015,drift continue,,Safe Condition,2018-06-10
161,136.74652116369,drift continue,,Safe Condition,2018-06-11
162,130.94689931965777,drift continue,,Safe Condition,2018-06-12
163,141.84714197825457,drift continue,,Safe Condition,2018-06-13
164,139.45747538106156,drift continue,,Safe Condition,2018-06-14
165,130.23409249786405,drift continue,,Safe Condition,2018-06-15
166,135.09650133194552,drift continue,,Safe Condition,2018-06-16
167,145.83118663938023,drift continue,,Safe Condition,2018-06-17
168,142.79320370572015,drift continue,,Safe Condition,2018-06-18
169,143.32898348593594,drift continue,,Safe Condition,2018-06-19
170,146.19964392392583,drift continue,,Safe Condition,2018-06-20
171,144.41584416433378,drift continue,,Safe Condition,2018-06-21
172,136.63524005723096,drift continue,,Safe Condition,2018-06-22
173,144.55619601016627,drift continue,,Safe Condition,2018-06-23
174,150.38461768488918,drift continue,,Safe Condition,2018-06-24
175,139.05372428592918,drift continue,,Safe Condition,2018-06-25
176,143.8622125242511,drift continue,,Safe Condition,2018-06-26
177,142.99712824227143,drift continue,,Safe Condition,2018-06-27
178,146.96298416208177,drift continue,,Safe Condition,2018-06-28
179,146.43151210568112,drift continue,,Safe Condition,2018-06-29
180,151.89225829126175,drift continue,,Safe Condition,2018-06-30
181,141.61759084604589,drift continue,,Safe Condition,2018-07-01
182,150.41368576686568,drift continue,,Safe Condition,2018-07-02
183,144.42444923160318,drift continue,,Safe Condition,2018-07-03
184,151.92221469966532,drift continue,,Safe Condition,2018-07-04
185,145.45952119371478,drift continue,,Safe Condition,2018-07-05
186,151.20401658212668,drift continue,,Safe Condition,2018-07-06
187,147.22281596192587,drift continue,,Safe Condition,2018-07-07
188,156.71582921511782,drift continue,,Safe Condition,2018-07-08
189,146.15668340970504,drift continue,,Safe Condition,2018-07-09
190,147.12742547862106,drift continue,,Safe Condition,2018-07-10
191,151.27508801974795,drift continue,,Safe Condition,2018-07-11
192,156.05659762057903,drift continue,,Safe Condition,2018-07-12
193,150.3830509987471,drift continue,,Safe Condition,2018-07-13
194,158.7542129658131,drift continue,,Safe Condition,2018-07-14
195,156.63367554209353,drift continue,,Safe Condition,2018-07-15
196,155.56542116446562,drift continue,,Safe Condition,2018-07-16
197,163.7397782263848,drift continue,,Safe Condition,2018-07-17
198,151.3417633122448,drift continue,,Safe Condition,2018-07-18
199,148.64603508160062,drift continue,,Safe Condition,2018-07-19
200,157.88588355722175,drift continue,,Safe Condition,2018-07-20
201,160.23892056537898,drift continue,,Safe Condition,2018-07-21
202,150.3254657472244,drift continue,,Safe Condition,2018-07-22
203,164.0448681873211,drift continue,,Safe Condition,2018-07-23
204,155.94099371005132,drift continue,,Safe Condition,2018-07-24
205,156.15021395830757,drift continue,,Safe Condition,2018-07-25
206,153.26758707813178,drift continue,,Safe Condition,2018-07-26
207,155.0086931212516,drift continue,,Safe Condition,2018-07-27
208,160.9226031475182,drift continue,,Safe Condition,2018-07-28
209,156.02036015335986,drift continue,,Safe Condition,2018-07-29
210,158.5203403460057,drift continue,,Safe Condition,2018-07-30
211,158.66065374471168,drift continue,,Safe Condition,2018-07-31
212,157.78586467677505,drift continue,,Safe Condition,2018-08-01
213,159.03557952173114,drift continue,,Safe Condition,2018-08-02
214,160.7614777867401,drift continue,,Safe Condition,2018-08-03
215,162.58231543628074,drift continue,,Safe Condition,2018-08-04
216,160.6329182795541,drift continue,,Safe Condition,2018-08-05
217,161.36007619782274,drift continue,,Safe Condition,2018-08-06
218,162.86366378952044,drift continue,,Safe Condition,2018-08-07
219,167.84352662394218,drift continue,,Safe Condition,2018-08-08
220,164.91437839759467,drift continue,,Safe Condition,2018-08-09
221,163.66917000465867,drift continue,,Safe Condition,2018-08-10
222,167.96092764941068,drift continue,,Safe Condition,2018-08-11
223,166.21668746614114,drift continue,,Safe Condition,2018-08-12
224,164.75812531748142,drift continue,,Safe Condition,2018-08-13
225,158.13771310682066,drift continue,,Safe Condition,2018-08-14
226,167.84413804353295,drift continue,,Safe Condition,2018-08-15
227,169.4349313591583,drift continue,,Safe Condition,2018-08-16
228,173.52186577768086,drift continue,,Safe Condition,2018-08-17
229,170.8927617929614,drift continue,,Safe Condition,2018-08-18
230,167.5306758810368,drift continue,,Safe Condition,2018-08-19
231,160.73534013956763,drift continue,,Safe Condition,2018-08-20
232,168.47710390285684,drift continue,,Safe Condition,2018-08-21
233,170.70149746289488,drift continue,,Safe Condition,2018-08-22
234,173.9301115862271,drift continue,,Safe Condition,2018-08-23
235,171.5115506029191,drift continue,,Safe Condition,2018-08-24
236,170.68679032345744,drift continue,,Safe Condition,2018-08-25
237,165.82671850846344,drift continue,,Safe Condition,2018-08-26
238,166.7565027782208,drift continue,,Safe Condition,2018-08-27
239,175.03136231734885,drift continue,,Safe Condition,2018-08-28
240,161.81895131594482,drift continue,,Safe Condition,2018-08-29
241,170.37401706660376,drift continue,,Safe Condition,2018-08-30
242,164.3737259461674,shift Happend,11.20612954841487,Safe Condition,2018-08-31
243,168.28801339508288,shift continue,,Safe Condition,2018-09-01
244,170.93680642115018,shift continue,,Safe Condition,2018-09-02
245,176.09033179535038,shift continue,,Safe Condition,2018-09-03
246,177.58905961025317,shift continue,,Safe Condition,2018-09-04
247,173.72027337482697,shift continue,,Safe Condition,2018-09-05
248,171.87949531196014,shift continue,,Safe Condition,2018-09-06
249,180.3247335233691,shift continue,,Safe Condition,2018-09-07
250,173.29632506703877,shift continue,,Safe Condition,2018-09-08
251,172.22376328015844,shift continue,,Safe Condition,2018-09-09
252,182.4966078951358,shift continue,,Safe Condition,2018-09-10
253,180.98770605976466,shift continue,,Safe Condition,2018-09-11
254,176.44595158381398,shift continue,,Safe Condition,2018-09-12
255,170.05045517974463,shift continue,,Safe Condition,2018-09-13
256,172.83768941794492,shift continue,,Safe Condition,2018-09-14
257,177.68949332174702,shift continue,,Safe Condition,2018-09-15
258,178.94647811973346,shift continue,,Safe Condition,2018-09-16
259,176.69250054190147,shift continue,,Safe Condition,2018-09-17
260,175.71198656716305,shift continue,,Safe Condition,2018-09-18
261,179.09450774839317,shift continue,,Safe Condition,2018-09-19
262,173.8459614715906,shift continue,,Safe Condition,2018-09-20
263,177.97022896129027,shift continue,,Safe Condition,2018-09-21
264,180.05992092321182,shift continue,,Safe Condition,2018-09-22
265,172.31592733978005,shift continue,,Safe Condition,2018-09-23
266,175.26362243884392,shift continue,,Safe Condition,2018-09-24
267,178.93384029234218,shift continue,,Safe Condition,2018-09-25
268,178.43064335948844,shift continue,,Safe Condition,2018-09-26
269,178.77313875903042,shift continue,,Safe Condition,2018-09-27
270,179.82895014541907,shift continue,,Safe Condition,2018-09-28
271,175.7027321398393,shift continue,,Safe Condition,2018-09-29
272,176.24974029597493,shift continue,,Safe Condition,2018-09-30
273,167.33684223619542,shift continue,,Safe Condition,2018-10-01
274,180.00197868375054,shift continue,,Safe Condition,2018-10-02
275,176.6968466136977,shift continue,,Safe Condition,2018-10-03
276,170.14606295770918,shift continue,,Safe Condition,2018-10-04
277,173.6703630496383,shift continue,,Safe Condition,2018-10-05
278,177.638131821813,shift continue,,Safe Condition,2018-10-06
279,174.17275458670727,shift continue,,Safe Condition,2018-10-07
280,175.4854461030944,shift continue,,Safe Condition,2018-10-08
281,178.3989007531981,shift continue,,Safe Condition,2018-10-09
282,177.18383194252146,shift continue,,Safe Condition,2018-10-10
283,173.14690751043403,shift continue,,Safe Condition,2018-10-11
284,173.46467672272456,shift continue,,Safe Condition,2018-10-12
285,172.90096513878632,shift continue,,Safe Condition,2018-10-13
286,180.56835882237056,shift continue,,Safe Condition,2018-10-14
287,175.58730326696022,shift continue,,Safe Condition,2018-10-15
288,180.6754148853733,shift continue,,Safe Condition,2018-10-16
289,176.63294657532035,shift continue,,Safe Condition,2018-10-17
290,177.6342449670129,shift continue,,Safe Condition,2018-10-18
291,171.50089451210977,shift continue,,Safe Condition,2018-10-19
292,175.22900641402848,shift continue,,Safe Condition,2018-10-20
293,180.97049057323204,shift continue,,Safe Condition,2018-10-21
294,178.76939556137398,shift continue,,Safe Condition,2018-10-22
295,170.66910680355969,shift continue,,Safe Condition,2018-10-23
296,171.83914557780452,shift continue,,Safe Condition,2018-10-24
297,179.913352514413,shift continue,,Safe Condition,2018-10-25
298,176.19635674554047,shift continue,,Safe Condition,2018-10-26
299,177.42033482005078,shift continue,,Safe Condition,2018-10-27
300,171.77670918070532,shift continue,,Safe Condition,2018-10-28
301,178.63688211131978,shift continue,,Safe Condition,2018-10-29
302,172.63934395961803,shift continue,,Safe Condition,2018-10-30
303,172.12932760127939,shift continue,,Safe Condition,2018-10-31
304,173.01094940062663,shift continue,,Safe Condition,2018-11-01
305,179.64713525022074,shift continue,,Safe Condition,2018-11-02
306,176.7937299226795,shift continue,,Safe Condition,2018-11-03
307,173.25300791289737,shift continue,,Safe Condition,2018-11-04
308,183.51115314400215,shift continue,,Safe Condition,2018-11-05
309,173.65882264238854,shift continue,,Safe Condition,2018-11-06
310,166.18097107107894,shift continue,,Safe Condition,2018-11-07
311,177.50117838023564,shift continue,,Safe Condition,2018-11-08
312,173.55106361299252,shift continue,,Safe Condition,2018-11-09
313,181.33219821201052,shift continue,,Safe Condition,2018-11-10
314,182.90865035913086,shift continue,,Safe Condition,2018-11-11
315,175.12223992882875,shift continue,,Safe Condition,2018-11-12
316,170.0576171450549,shift continue,,Safe Condition,2018-11-13
317,176.7803612373187,shift continue,,Safe Condition,2018-11-14
318,179.1925530165758,shift continue,,Safe Condition,2018-11-15
319,175.80384005632104,shift continue,,Safe Condition,2018-11-16
320,176.37575469750252,shift continue,,Safe Condition,2018-11-17
321,171.29291778511612,shift continue,,Safe Condition,2018-11-18
322,168.516207054248,shift continue,,Safe Condition,2018-11-19
323,178.04111141377217,shift continue,,Safe Condition,2018-11-20
324,169.9658628646338,shift continue,,Safe Condition,2018-11-21
325,172.95663581504394,shift continue,,Safe Condition,2018-11-22
326,179.28128452836538,shift continue,,Safe Condition,2018-11-23
327,173.7512860694125,shift continue,,Safe Condition,2018-11-24
328,174.77186692600682,shift continue,,Safe Condition,2018-11-25
329,172.16783572911427,shift continue,,Safe Condition,2018-11-26
330,175.58453922714668,shift continue,,Safe Condition,2018-11-27
331,178.84557380941658,shift continue,,Safe Condition,2018-11-28
332,173.54853680390212,shift Happend,7.685095127268175,Safe Condition,2018-11-29
333,180.88099136920326,shift continue,,Safe Condition,2018-11-30
334,173.88807912781294,shift continue,,Safe Condition,2018-12-01
335,180.48282073470367,shift continue,,Safe Condition,2018-12-02
336,180.4073474509555,shift continue,,Safe Condition,2018-12-03
337,188.79699084184583,shift continue,,Safe Condition,2018-12-04
338,182.19611488115197,shift continue,,Safe Condition,2018-12-05
339,177.83079832019607,shift continue,,Safe Condition,2018-12-06
340,184.56405760081742,shift continue,,Safe Condition,2018-12-07
341,189.07158823440116,shift continue,,Safe Condition,2018-12-08
342,179.90226717433316,shift continue,,Safe Condition,2018-12-09
343,191.90788441864746,shift continue,,Safe Condition,2018-12-10
344,180.43001791996758,shift continue,,Safe Condition,2018-12-11
345,187.37433240167067,shift continue,,Safe Condition,2018-12-12
346,184.5316090598313,shift continue,,Safe Condition,2018-12-13
347,184.3465379448009,shift continue,,Safe Condition,2018-12-14
348,183.48707992860216,shift continue,,Safe Condition,2018-12-15
349,181.52641145412102,shift continue,,Safe Condition,2018-12-16
350,177.91355767825854,shift continue,,Safe Condition,2018-12-17
351,180.06064198392426,shift continue,,Safe Condition,2018-12-18
352,183.1437251099381,shift continue,,Safe Condition,2018-12-19
353,182.26372163792286,shift continue,,Safe Condition,2018-12-20
354,183.04966601314428,shift continue,,Safe Condition,2018-12-21
355,180.65628449206642,shift continue,,Safe Condition,2018-12-22
356,181.57216721495413,shift continue,,Safe Condition,2018-12-23
357,190.5358237805364,shift continue,,Safe Condition,2018-12-24
358,171.54713102746186,shift continue,,Safe Condition,2018-12-25
359,185.8759510674552,shift continue,,Safe Condition,2018-12-26
360,185.0305335119127,shift continue,,Safe Condition,2018-12-27
361,180.4831919324302,shift continue,,Safe Condition,2018-12-28
362,180.86547411787828,shift continue,,Safe Condition,2018-12-29
363,183.39580171199157,shift continue,,Safe Condition,2018-12-30
364,179.1802972681168,shift continue,,Safe Condition,2018-12-31
365,183.98533770728957,shift continue,,Safe Condition,2019-01-01
366,184.58143864440703,shift continue,,Safe Condition,2019-01-02
367,185.9710416657774,shift continue,,Safe Condition,2019-01-03
368,178.76002544140744,shift continue,,Safe Condition,2019-01-04
369,177.86905988349133,shift continue,,Safe Condition,2019-01-05
370,182.21171805180165,shift continue,,Safe Condition,2019-01-06
371,178.78422917867118,shift continue,,Safe Condition,2019-01-07
372,187.07178172538016,shift continue,,Safe Condition,2019-01-08
373,178.5700610232638,shift continue,,Safe Condition,2019-01-09
374,178.64458145994945,shift continue,,Safe Condition,2019-01-10
375,179.97072823746396,shift continue,,Safe Condition,2019-01-11
376,186.38568342505883,shift continue,,Safe Condition,2019-01-12
377,182.41441041130284,shift continue,,Safe Condition,2019-01-13
378,178.95517462985126,shift continue,,Safe Condition,2019-01-14
379,187.1229387821951,shift continue,,Safe Condition,2019-01-15
380,176.6322095522348,shift continue,,Safe Condition,2019-01-16
381,181.6131252805501,shift continue,,Safe Condition,2019-01-17
382,181.77561821743137,shift continue,,Safe Condition,2019-01-18
383,181.61320043661584,shift continue,,Safe Condition,2019-01-19
384,178.6861453278899,shift continue,,Safe Condition,2019-01-20
385,182.8819790237891,shift continue,,Safe Condition,2019-01-21
386,181.9034805855124,shift continue,,Safe Condition,2019-01-22
387,189.56637780481145,shift continue,,Safe Condition,2019-01-23
388,182.8837388201936,shift continue,,Safe Condition,2019-01-24
389,177.48367226834878,shift continue,,Safe Condition,2019-01-25
390,177.1221773373609,shift continue,,Safe Condition,2019-01-26
391,186.3278994220292,shift continue,,Safe Condition,2019-01-27
392,177.42691387307315,shift continue,,Safe Condition,2019-01-28
393,182.82144656436597,shift continue,,Safe Condition,2019-01-29
394,186.71920351817386,shift continue,,Safe Condition,2019-01-30
395,179.6416955819221,shift continue,,Safe Condition,2019-01-31
396,180.5600817766621,shift continue,,Safe Condition,2019-02-01
397,186.49350376445838,shift continue,,Safe Condition,2019-02-02
398,178.4806200699474,shift continue,,Safe Condition,2019-02-03
399,177.68630642249576,shift continue,,Safe Condition,2019-02-04
400,184.56327183584736,shift continue,,Safe Condition,2019-02-05
401,180.99213548903356,shift continue,,Safe Condition,2019-02-06
402,189.0937986071815,shift continue,,Safe Condition,2019-02-07
403,183.4193553604348,shift continue,,Safe Condition,2019-02-08
404,174.51508115613711,shift continue,,Safe Condition,2019-02-09
405,182.19558998988808,shift continue,,Safe Condition,2019-02-10
406,188.18610662739812,shift continue,,Safe Condition,2019-02-11
407,182.49699269154317,shift continue,,Safe Condition,2019-02-12
408,187.58566565507772,shift continue,,Safe Condition,2019-02-13
409,186.02819496386192,shift continue,,Safe Condition,2019-02-14
410,194.3581868664633,shift continue,,Safe Condition,2019-02-15
411,179.10650729693063,shift continue,,Safe Condition,2019-02-16
412,177.95676655473324,shift continue,,Safe Condition,2019-02-17
413,181.77178121255417,shift continue,,Safe Condition,2019-02-18
414,179.04465302204753,shift continue,,Safe Condition,2019-02-19
415,175.5726970278299,shift continue,,Safe Condition,2019-02-20
416,174.69706036986753,shift continue,,Safe Condition,2019-02-21
417,179.61141572469543,shift continue,,Safe Condition,2019-02-22
418,184.62942879159047,shift continue,,Safe Condition,2019-02-23
419,185.42648450700082,shift continue,,Safe Condition,2019-02-24
420,178.80374449471446,shift continue,,Safe Condition,2019-02-25
421,172.75218685158154,shift continue,,Safe Condition,2019-02-26
422,181.90078443525277,shift continue,,Safe Condition,2019-02-27
423,174.8450814951986,shift continue,,Safe Condition,2019-02-28
424,183.74746514738084,shift continue,,Safe Condition,2019-03-01
425,181.46305432226845,shift continue,,Safe Condition,2019-03-02
426,180.0009368348447,shift continue,,Safe Condition,2019-03-03
427,179.70762193705838,shift continue,,Safe Condition,2019-03-04
428,178.39121523055817,shift continue,,Safe Condition,2019-03-05
429,182.37632963914825,shift continue,,Safe Condition,2019-03-06
430,183.7516879617294,shift continue,,Safe Condition,2019-03-07
431,188.62016369936532,shift continue,,Safe Condition,2019-03-08
432,181.1782277388924,shift continue,,Safe Condition,2019-03-09
433,181.49789223403545,shift continue,,Safe Condition,2019-03-10
434,174.10827659768597,shift continue,,Safe Condition,2019-03-11
435,177.38780818296485,shift continue,,Safe Condition,2019-03-12
436,183.78560401452685,shift continue,,Safe Condition,2019-03-13
437,182.2845702451049,shift continue,,Safe Condition,2019-03-14
438,184.6879482489545,shift continue,,Safe Condition,2019-03-15
439,189.10835519066788,shift continue,,Safe Condition,2019-03-16
440,182.39055113450738,shift continue,,Safe Condition,2019-03-17
441,174.70709992156083,shift continue,,Safe Condition,2019-03-18
442,178.1959624217322,shift continue,,Safe Condition,2019-03-19
443,176.1064735854157,shift continue,,Safe Condition,2019-03-20
444,185.24389379032627,shift continue,,Safe Condition,2019-03-21
445,181.9786009870808,shift continue,,Safe Condition,2019-03-22
446,175.97013922506008,shift continue,,Safe Condition,2019-03-23
447,184.53354495371215,shift continue,,Safe Condition,2019-03-24
448,178.17895753185178,shift continue,,Safe Condition,2019-03-25
449,186.18146263577552,shift continue,,Safe Condition,2019-03-26
450,168.52228093145746,shift continue,,Safe Condition,2019-03-27
451,183.73026961541,shift continue,,Safe Condition,2019-03-28
452,187.0489278410103,shift continue,,Safe Condition,2019-03-29
453,179.98170344422897,shift continue,,Safe Condition,2019-03-30
454,180.0760433619086,shift continue,,Safe Condition,2019-03-31
455,181.64824604252792,shift continue,,Safe Condition,2019-04-01
456,182.01596074102162,shift continue,,Safe Condition,2019-04-02
